input_row_key,veridion_id,company_name,company_legal_names,main_country,main_country_code,main_region,main_city,revenue,employee_count,year_founded,main_sector,sics_codified_industry,website_url
522,b69c114f-93e4-11eb-b4a6-27899be4e45d,Telenor Pakistan,Telenor Pakistan Private Limited,Pakistan,PK,Islamabad Capital Territory,Islamabad,451406688.0,22000.0,2004.0,IT&C Services,Telecommunication Services,http://www.telenor.com.pk/
523,f8dd5135-0c43-11ee-b94f-ebf23e82ffaf,Telenor Asia,,Singapore,SG,Central,Singapore,,,1998.0,IT&C Services,Telecommunication Services,https://telenorasia.com/
524,1ac82415-93e5-11eb-be3a-7f925cb94351,Telenor Expo,,Norway,NO,Viken,Bærum,,,,"Arts, Entertainment & Recreation",Telecommunication Services,https://www.telenorexpo.no/
525,4df951dc-2cfa-11ef-96db-335e17d831d9,Telenor Cloud services AS,,Norway,NO,Viken,Bærum,,,,,,
526,dbe2248f-aba6-11ef-b6d6-0b609ebb973a,Telenor Software Lab AS TSL,,Norway,NO,Viken,Bærum,,,,Other Capital Goods,Pulp & Paper Products,https://minepapir.no/
527,a8f4cc61-0ab0-11ec-b811-6124f8ab6766,GO-S VALBARD,,Norway,NO,,,231748.0,1.0,,Publishers & Media Companies,Leisure Facilities,https://www.go-svalbard.no/
528,a84b4151-0da2-11ec-9b20-fda7bd57cf2c,Teleteamet A/S.,Teleteamet A/S. | Teleteamet Holding A/S.,Denmark,DK,Region Of Southern Denmark,Odense,47068976.0,75.0,,IT&C Services,Telecommunication Services,http://teleteamet.dk/
529,bdf9ef01-b77a-11ed-be56-5737ab22b0ef,TELITI TEKNIK,TELITI TEKNIK M SDN BHD.,Malaysia,MY,Selangor,Sungai Buloh,,,2005.0,IT&C Services,,http://www.telititeknik.com.my/
530,82f1b671-106e-11ee-96a3-3bc9ea359402,Textilia,Textilia Group A/S.,Denmark,DK,Capital Region Of Denmark,Ballerup,14575085.0,150.0,1958.0,Other Professional Services,"Apparel, Accessories & Footwear",http://textilia.dk/
531,22d880ae-93e5-11eb-8e19-198fb02d6f96,Thai Life Insurance,,Thailand,TH,Bangkok,Bangkok,2000000000.0,45000.0,1942.0,Finance & Insurance,Insurance,http://www.thailife.com/
532,0805c373-03db-11ed-ae63-cb3f94ab6799,SETEC,,Germany,DE,Baden-Württemberg,Kirchheim Unter Teck,154360.0,1.0,1995.0,Construction,Wind Technology & Project Developers,https://setec-dresden.de/
533,88ebf1ce-3a02-11ee-94b5-fd90c5a93d00,Gemalto Norge AS,,Norway,NO,Oslo,Oslo,,,,,,
534,34199bd1-1b06-11ec-8a43-a1f4156da652,Thales Sverige AB.,Thales Sverige AB.,Sweden,SE,Stockholm County,Stockholms Kommun,,,,,,
535,8dfb5f3d-93e4-11eb-a33a-a3dfba582839,Negotia,,Norway,NO,Viken,Bærum,,,,IT&C Services,Software & IT Services,https://negotiaevry.org/
536,8dfb5f3d-93e4-11eb-a33a-a3dfba582839,Negotia,,Norway,NO,Viken,Bærum,,,,IT&C Services,Software & IT Services,https://negotiaevry.org/
537,e8cae664-93e4-11eb-b89f-536884b3e7dd,TINEX Group,,Norway,NO,Oslo,Oslo,5715034.0,6.0,1991.0,IT&C Services,Telecommunication Services,https://www.tinexgroup.no/
538,2fc4267e-93e5-11eb-b4a6-27899be4e45d,TM One,TM TECHNOLOGY SERVICES SDN. BHD.,Malaysia,MY,Kuala Lumpur,Kuala Lumpur,500000.0,1100.0,1991.0,IT&C Services,Software & IT Services,https://www.tmone.com.my/
539,b41391a2-93e4-11eb-97db-273ba5953680,Tongyu communication,Tongyu Communication Equipment Co. Ltd. | Guangdong Tongyu Communications Co. Ltd.,China,CN,Guangdong Province,Zhongshan,177100000.0,35.0,1996.0,Electronics & Appliances,Telecommunication Services,https://tycc.cn/
540,fedb5170-bfb3-11ec-aa0f-71bbddca30bf,LINK Logistics International Network,,Hong Kong,HK,Hong Kong,Kowloon,,1.0,1994.0,,,
541,712e21b9-f0b1-11ee-8297-17c39b32c1d5,TPM Data,,,,,,,1.0,,Blogs & Publications,Software & IT Services,https://www.tpmdata.com/
542,77adc9aa-92f2-11ef-840e-3d3003770a6f,Tradium - EUD10 Randers,,Denmark,DK,Central Denmark Region,Randers,,,,,,
543,7422ed1e-5e29-11ef-90a8-8b966e020cd1,TRANSMODE SYSTEMS AB.,TRANSMODE SYSTEMS AB.,Sweden,SE,Stockholm County,Stockholm,,1.0,,,,
544,7f4688c8-ad32-11ef-8c9e-31c2725f601c,Touch of Trend Singapore,,Singapore,SG,Central,Singapore,,,,"Apparel, Accessories & Footwear",Multiline and Specialty Retailers & Distributors,https://totbridal.sg/
545,0bbb730a-93e5-11eb-be3a-7f925cb94351,Trifork Academy,Trifork A/S.,Denmark,DK,Central Denmark Region,Aarhus,13319402.0,75.0,,Education,Education,https://triforkacademy.dk/
546,4c667ccb-13c6-11ec-9836-ef7b0600cc53,True Move H Universal Communication Company Limited,True Move H Universal Communication Company Limited,Thailand,TH,Khon Kaen Province,Khon Kaen,,,,IT&C Services,,https://www.truemove-h.com/
547,8b944a32-93e4-11eb-86dd-ffbd1b53140e,TRUSTZONE,TRUSTZONE A/S.,Denmark,DK,Capital Region Of Denmark,Copenhagen,5614217.0,25.0,2004.0,IT&C Services,Software & IT Services,https://trustzone.com/
548,71e8b500-c72b-11ec-983a-3be7dc024fc3,OUM,TT DOTCOM SDN BHD.,,,,,,,,Education,Education,http://oum.edu.my.w3snoop.com/
549,f1ca36c3-93e4-11eb-9937-4fab995bf8ff,TT Network,TT-Netværket P/S.,Denmark,DK,Capital Region Of Denmark,Copenhagen,,,2012.0,IT&C Services,Telecommunication Services,https://www.tt-network.dk/
550,c5b76852-93e4-11eb-be3a-7f925cb94351,Tutela,,Canada,CA,British Columbia,Victoria,12000000.0,3.0,2011.0,IT&C Services,Software & IT Services,https://www.tutela.com/
551,7c32e6cb-5bf1-11ef-9278-432c00859ce8,TXO Systems Ltd.,TXO Systems Ltd.,United Kingdom,GB,Wales,Chepstow,37300000.0,,2005.0,,,
552,0cec0a65-918f-11ed-8685-0d799fbc3c64,UiPath Immersion Lab,,Romania,RO,Bucharest,Bucharest,,,,,,https://uipath.ro/
553,000a16f1-de4e-11ed-a204-01928eda0b9b,Uniteam,Uniteam Pvt Ltd.,Pakistan,PK,Sindh,Saddar Town,280704.0,75.0,1989.0,Architecture & Engineering Services,Engineering & Construction Services,http://uniteam.com.pk/
554,2950b10d-93e5-11eb-919a-b3f9a5ad205c,UIH,United Information Highway Co. Ltd.,Thailand,TH,Bangkok,Chatuchak,3797702.0,150.0,,IT&C Services,Telecommunication Services,http://www.uih.co.th/
555,d21a0337-03a5-11ec-a873-d574c694d6a6,Roested,Roested Partners ApS.,Denmark,DK,Capital Region Of Denmark,Kongens Lyngby,211696.0,1.0,,Other Professional Services,Asset Management & Custody Activities,https://roested.dk/
556,e5d58700-d139-11ec-90aa-d5cfd1428197,Utel AS,,Norway,NO,Agder,Grimstad,5100000.0,27.0,1998.0,IT&C Services,Telecommunication Services,https://utel.tech/
557,0330dd63-93e5-11eb-a746-fdabd18be9c6,Vantiva,Vantiva S.A. | Thomson sa. | Technicolor Motion Picture Corp. | Thomson Inc. | Technicolor SA.,France,FR,Ile-de-France,Issy-les-Moulineaux,3110750208.0,16676.0,1998.0,IT&C Services,Telecommunication Services,http://www.vantiva.com/
558,6eb19357-93e4-11eb-91fb-73d498260b10,Vertiv,Vertiv Inc.,United States,US,New Jersey,Princeton,7000000.0,3000.0,2011.0,IT&C Services,Software & IT Services,http://www.vertivsl.com/
559,ccf9e8fb-6dae-11ec-a0a5-5d41d5e823b0,Vertiv,Vertiv Co.,Japan,JP,Tokyo,Tokyo,,,,Electronics & Appliances,Electrical & Electronic Equipment,https://www.vertiv-jp.com/
560,3dab2b4c-b0d3-11ef-95f9-0de7499436cf,Vertiv Energy Private Limited,Vertiv Energy Private Limited | VERTIV LIMITED | Vertiv Co.,India,IN,Maharashtra,Pune,,,,Construction,,
561,f7c59602-93e4-11eb-b5f6-816dd10ac7b0,2nd phase design,,Singapore,SG,Southeast,,10906026.0,35.0,2008.0,Architecture & Engineering Services,Engineering & Construction Services,https://www.2ndphasedesign.com/
562,a8089090-d8d5-11ec-a2a7-a103c2828e6a,Viaplay Group,Viaplay Group AB. | Nordic Entertainment Group AB.,Sweden,SE,Stockholm County,Stockholm,1151112445952.0,1708.0,2018.0,Publishers & Media Companies,,https://www.viaplaygroup.com/en
563,d17f4eab-93e4-11eb-90d2-e3355a7e800b,TRACKING WORLD,Tracking World Pvt. Limited,Pakistan,PK,Punjab,Lahore,2000000.0,180.0,2004.0,IT&C Services,Auto Parts,https://trackingworld.com.pk/
564,26d5dd10-e99d-11ec-a18d-1bbf1e1e41f1,Vidensportal,,Denmark,DK,Region Of Southern Denmark,Odense Kommune,,,,Government,Health Care Delivery,https://social.dk/
565,ed5cca83-93e4-11eb-8859-29e7c34dee35,Voxogo Aps. Store Kongensgade,Voxogo ApS.,Denmark,DK,Capital Region Of Denmark,Copenhagen,18474564.0,75.0,,IT&C Services,Telecommunication Services,https://voxogo.com/
566,fea744d1-d00d-11ec-a47a-0729ecf6f729,WATCHDATA TECHNOLOGIES,WATCHDATA TECHNOLOGIES PTE LTD.,,,,,,,,IT&C Services,Software & IT Services,https://www.nohken-jp.com/
567,01a825b8-6cda-11ec-9b86-b57766cd3ae5,Multi-Task Solution,Multi-Task Solutions Pvt. Limited,Pakistan,PK,Punjab,Lahore,26671.0,6.0,2019.0,IT&C Services,Software & IT Services,https://multitasksols.com/
568,554b36c9-cde9-11ed-9413-23dad132474c,Waystream,,,,,,,75.0,,Publishers & Media Companies,Media & Entertainment,https://waystre.am/
569,12bfb6c1-93e5-11eb-b89f-536884b3e7dd,Wideroe Technical,,Norway,NO,Nordland,Bodø,,110.0,1934.0,Other Capital Goods,,https://wideroetechnical.com/
570,01eb8c25-93e5-11eb-b4a6-27899be4e45d,Wilke A S Aarhus,Wilke A/S.,Denmark,DK,Region Of Southern Denmark,Odense,54200000.0,130.0,1999.0,Advertising & Marketing,Advertising & Marketing,https://wilke.dk/
571,4e1ff27b-1afc-11ec-ba40-29b1c5bdeb83,Wipro Limited,Wipro Limited,India,IN,Karnataka,Mysuru,,,,IT&C Services,,
572,f5b10fd3-0321-11ee-b9c7-d945c48165b4,Wipro Limited Singapore Branch,,Singapore,SG,Central,Singapore,,,,,,
573,727be343-ba6f-11eb-a6d9-7794e56e1994,Wire & Wireless,Wire & Wireless Co. Ltd.,Thailand,TH,Bangkok,Suan Luang,,,1995.0,Construction,Electrical & Electronic Equipment,https://www.ww.co.th/
574,3292ddfa-49a2-11ef-b038-5f34ee61aa4b,Woodlands Transport Service Pte Ltd.,Woodlands Transport Service Pte Ltd.,Singapore,SG,Central,Singapore,,7.0,1974.0,,,
575,bd9e2ba0-f283-11ec-a20d-1792e1239b70,Better workday,Better Workday Ltd.,Ireland,IE,Leinster,Dublin,328133.0,1.0,2022.0,Education,Health Care Delivery,https://abetterworkday.com/
576,b80b9753-17de-11ee-b9eb-93f77cdb42f2,WTW Real Estate Sdn. Bhd.,WTW Real Estate Sdn. Bhd.,Malaysia,MY,Johor,Johor Bahru,,,,Real Estate,,
577,ae1ecc30-0c00-11ec-882c-e7dd96ffa691,xIT Software,xIT Software ApS.,Denmark,DK,Capital Region Of Denmark,Gentofte Municipality,,,2003.0,IT&C Services,Software & IT Services,http://xit-software.dk/
578,c9fbf78c-8b5f-11ec-9e94-331f9459c7f5,Yangtze Optical Fibre and Cable Joint Stock,Fibre and Cable Joint Stock Limited,China,CN,Hubei,Wuhan,,,1988.0,Pharmaceuticals & Cosmetics,,https://www.yofc.com.cn/
579,e26d008f-4dae-11ee-820a-3797d6fca93c,Yinda Infocomm,Yinda Technology Thailand Co. Ltd.,Thailand,TH,Bangkok,Huai Khwang,5899469.0,150.0,2003.0,IT&C Services,Telecommunication Services,http://yinda.co.th/
580,1965cb44-f87f-11ed-ab94-9d382b3b5926,Zalaris HR Services Danmark A/S.,Zalaris HR Services Danmark A/S.,Denmark,DK,Capital Region Of Denmark,Taastrup,,,,Other Professional Services,,https://zalaris.dk/?opi=79508299&sa=U&ved=0ahUKEwjjxIfdn6yMAxWrF1kFHb3-GMgQ61gIFCgQ&usg=AOvVaw0LBcrYRO_Oh_bzGQjyNvqE
581,2232e03f-ff78-11eb-a358-8dbe3201bc48,Music Aggregation Services Finland Oy.,Music Aggregation Services Finland Oy.,Finland,FI,Pirkanmaa,Tampere,1344638.0,3.0,2018.0,Publishers & Media Companies,Media & Entertainment,https://masf.fi/
582,073efda1-485e-11ee-8aaf-6f1f38b587cf,Mortenlaks,,Norway,NO,Nordland,Lødingen,,,,"Agriculture, Forestry, Fishing and Hunting","Meat, Poultry & Dairy",https://mortenlaks.no/
583,28b4ac6a-b989-11ec-9415-2f89cc4d8f8b,Zalaris,Zalaris ASA. | Zalaris Hr Services India Pvt Ltd. | Zalaris SP. Z O.O.,Sweden,SE,Stockholm County,Solna,,,,Finance & Insurance,,
584,ae69fbe1-93e4-11eb-be3a-7f925cb94351,Zendata,Zendata ApS.,Denmark,DK,Capital Region Of Denmark,Hillerød,1188129.0,5.0,2010.0,IT&C Services,Software & IT Services,https://zendata.dk/
585,4d56b450-e160-11eb-affd-256fd8cf1b98,Lahore Warehouse pko3,ZHONGXING Telecom Pakistan pvt Ltd.,Pakistan,PK,Punjab,Lahore,,,2007.0,Transport & Warehousing,Air Freight & Logistics,https://ztewarehouse.webs.com/
586,212440e2-b7a6-11ef-866b-2be30c022167,Ziff Davis Inc.,Ziff Davis Inc.,United States,US,New York,New York,,,,IT&C Services,Telecommunication Services,https://zdbvps.pages.dev/
587,00e2e633-004b-11ec-bb42-ffae64d56dd2,Malik Streams,Malik Streams Corporation Sdn Bhd.,Malaysia,MY,Kuala Lumpur,Kuala Lumpur,2862479.0,10.0,2017.0,Food & Beverages,Electrical & Electronic Equipment,https://malikstreams.com.my/
588,3a1f7b24-683a-11ee-92e5-016d0f508b74,ZTE Thailand,,Thailand,TH,Bangkok,Sathon,5095857.0,79.0,1985.0,IT&C Services,,
589,ced3b8a4-182c-11ef-b44a-43a7b3b6577a,ZTE Corporation Division,,China,CN,Guangdong Province,Shenzhen,,,,,,
590,3a852200-1b06-11ec-ae98-5d8c88c64981,ZTE Corporation Bangladesh Limited,ZTE Corporation Bangladesh Limited,Bangladesh,BD,Dhaka Division,Dhaka,,,,IT&C Services,,
591,05b20a12-93e5-11eb-9937-4fab995bf8ff,Bwell Norge,,Norway,NO,Viken,Bærum,2188504.0,15.0,2008.0,Health Care & Social Assistance,Health Care Delivery,http://www.bwell.no/
